id|titulo|precio|envio|tipoVendedor|condicion|cantidadVendida|lugar|link|moneda
9070| Huawei P8 Lite Nuevo En Caja |720.0|||Artículo nuevo||Peru|Lima|http://articulo.mercadolibre.com.pe/MPE-416787257-huawei-p8-lite-nuevo-en-caja-_JM|S/.
9071| Funda Estuche Silicon Gel Tpu Nokia Lumia 520 |5.0|||Artículo nuevo|2|Peru|Lima|http://articulo.mercadolibre.com.pe/MPE-416800492-funda-estuche-silicon-gel-tpu-nokia-lumia-520-_JM|S/.
9072| Celular Nuevo En Caja Todos Operadores |50.0|||Artículo nuevo||Peru|Lima|http://articulo.mercadolibre.com.pe/MPE-416801828-celular-nuevo-en-caja-todos-operadores-_JM|S/.
9073| Huawei P8 Lite |900.0|||Artículo nuevo||Peru|Ica|http://articulo.mercadolibre.com.pe/MPE-416802042-huawei-p8-lite-_JM|S/.
9074| Oferta Smartphone 4 Nucleos, Cam De 8 Con Flash Y 1.3 Mp |350.0|||Artículo nuevo||Peru|Lima|http://articulo.mercadolibre.com.pe/MPE-416802887-oferta-smartphone-4-nucleos-cam-de-8-con-flash-y-13-mp-_JM|S/.
9075| Vidrio Templado Para Motorola Moto X |24.98|||Artículo nuevo||Peru|Lima|http://articulo.mercadolibre.com.pe/MPE-416815464-vidrio-templado-para-motorola-moto-x-_JM|S/.
9076| Samsung Galaxy E7 |900.0|||Artículo nuevo||Peru|Lima|http://articulo.mercadolibre.com.pe/MPE-416823084-samsung-galaxy-e7-_JM|S/.
9077| Vendo Iphone 6 |1800.0|||Artículo usado||Peru|Callao|http://articulo.mercadolibre.com.pe/MPE-416826534-vendo-iphone-6-_JM|S/.
9078| Moto G |330.0|||Artículo usado||Peru|Lima|http://articulo.mercadolibre.com.pe/MPE-416828739-moto-g-_JM|S/.
9079| Samsung Core 2 |300.0|||Artículo usado||Peru|Lima|http://articulo.mercadolibre.com.pe/MPE-416842019-samsung-core-2-_JM|S/.
9080| A Pedido Blackberry Curve 9380 Libre De Fabrica |699.0|||Artículo nuevo||Peru|Lima|http://articulo.mercadolibre.com.pe/MPE-416846991-a-pedido-blackberry-curve-9380-libre-de-fabrica-_JM|S/.
9081| Huawei G Play Mini |690.0|||Artículo nuevo||Peru|Lima|http://articulo.mercadolibre.com.pe/MPE-416850425-huawei-g-play-mini-_JM|S/.
9082| Iphone 6s Nuevo 64gb |2990.0|||Artículo nuevo||Peru|Lima|http://articulo.mercadolibre.com.pe/MPE-416851874-iphone-6s-nuevo-64gb-_JM|S/.
9083| Sansung Mini Galaxy |110.0|||Artículo usado||Peru|Lima|http://articulo.mercadolibre.com.pe/MPE-416855480-sansung-mini-galaxy-_JM|S/.
9084| El Mejor Banco De Energia Para Tus Dispositivos Moviles !!!! |299.99|||Artículo nuevo||Peru|Lima|http://articulo.mercadolibre.com.pe/MPE-416857949-el-mejor-banco-de-energia-para-tus-dispositivos-moviles--_JM|S/.
9085| Oferta Samsung Galaxy Grand Prime 4g Lte Quad Core 8mp |650.0|||Artículo nuevo||Peru|Lima|http://articulo.mercadolibre.com.pe/MPE-416860622-oferta-samsung-galaxy-grand-prime-4g-lte-quad-core-8mp-_JM|S/.
9086| Moto G 8/10 |280.0|||Artículo usado||Peru|Lima|http://articulo.mercadolibre.com.pe/MPE-416861171-moto-g-810-_JM|S/.
9087| Samsung Galaxy S5 |1399.0|||Artículo nuevo||Peru|Puno|http://articulo.mercadolibre.com.pe/MPE-416861875-samsung-galaxy-s5-_JM|S/.
9088| Samsung Galaxy S4 Mini 9/10 |450.0|||Artículo usado||Peru|Lima|http://articulo.mercadolibre.com.pe/MPE-416862465-samsung-galaxy-s4-mini-910-_JM|S/.
9089| Galaxi Core Prime G4 |480.0|||Artículo nuevo||Peru|Lima|http://articulo.mercadolibre.com.pe/MPE-416862783-galaxi-core-prime-g4-_JM|S/.
9090| Samsung Grand Prime |650.0|||Artículo usado||Peru|Lima|http://articulo.mercadolibre.com.pe/MPE-416865745-samsung-grand-prime-_JM|S/.
9091| Motorola Moto G Xt1063 2da Generación Libre,8mpx,16gb,oferta |799.0||MercadoLíder Gold|Artículo nuevo||Peru|Lima|http://articulo.mercadolibre.com.pe/MPE-416866609-motorola-moto-g-xt1063-2da-generacion-libre8mpx16gboferta-_JM|S/.
9092| Samsung Glalaxy S4 Libre Para Cualquier Operador |699.0|||Artículo usado||Peru|Lima|http://articulo.mercadolibre.com.pe/MPE-416866812-samsung-glalaxy-s4-libre-para-cualquier-operador-_JM|S/.
9093| Moto X Play Nuevo Sellado Y Libre De Fabrica |1350.0|||Artículo nuevo||Peru|Lima|http://articulo.mercadolibre.com.pe/MPE-416875097-moto-x-play-nuevo-sellado-y-libre-de-fabrica-_JM|S/.
9094| Iphone 6 Plus 16gb Libre Apple,4g Lte,5,5pulgadas,8mpx,nuevo |2249.0||MercadoLíder Gold|Artículo nuevo|1 vendido|Peru|Lima|http://articulo.mercadolibre.com.pe/MPE-416876270-iphone-6-plus-16gb-libre-apple4g-lte55pulgadas8mpxnuevo-_JM|S/.
9095| Sony Xperia Z3 Compact 4g 20.7mp 4k Quad Core 2.5ghz Libres |1449.0||MercadoLíder Gold|Artículo nuevo||Peru|Lima|http://articulo.mercadolibre.com.pe/MPE-416876272-sony-xperia-z3-compact-4g-207mp-4k-quad-core-25ghz-libres-_JM|S/.
9096| Celulares Repuestos Usados |20.0|||Artículo usado||Peru|Callao|http://articulo.mercadolibre.com.pe/MPE-416877125-celulares-repuestos-usados-_JM|S/.
9097| Smartphone Samsung Galaxy S6 Sm-g920i, 5.1 2560x1440, Andro |2150.0||MercadoLíder Gold|Artículo nuevo||Peru|Lambayeque|http://articulo.mercadolibre.com.pe/MPE-416887385-smartphone-samsung-galaxy-s6-sm-g920i-51-2560x1440-andro-_JM|S/.
9098| Caja De Motorola Razr Xt910 3g Negro |18.0|||Artículo usado||Peru|Lima|http://articulo.mercadolibre.com.pe/MPE-416887654-caja-de-motorola-razr-xt910-3g-negro-_JM|S/.
9099| Tapa De Bateria Samsung Galaxy Note 1 Nuevo + Caja |59.98|||Artículo nuevo||Peru|Lima|http://articulo.mercadolibre.com.pe/MPE-416888787-tapa-de-bateria-samsung-galaxy-note-1-nuevo-caja-_JM|S/.
9100| Blackberry Curve 9220 |150.0|||Artículo usado||Peru|Lima|http://articulo.mercadolibre.com.pe/MPE-416894453-blackberry-curve-9220-_JM|S/.
9101| Remato Samsung S5570vendo Mi Celular Samsung Galaxy Mini S55 |150.0|||Artículo usado||Peru|Lima|http://articulo.mercadolibre.com.pe/MPE-416894457-remato-samsung-s5570vendo-mi-celular-samsung-galaxy-mini-s55-_JM|S/.
9102| Celular Lg G3 Dt722p Oferta G Lte 13mpx Quad Core 1.2ghz |650.0|||Artículo usado||Peru|Lima|http://articulo.mercadolibre.com.pe/MPE-416901381-celular-lg-g3-dt722p-oferta-g-lte-13mpx-quad-core-12ghz-_JM|S/.
9103| Sony Xperia Zr Libre |600.0|||Artículo usado||Peru|Lima|http://articulo.mercadolibre.com.pe/MPE-416902783-sony-xperia-zr-libre-_JM|S/.
9104| Samsung S3 - Celulares - Precio Negociable |600.0|||Artículo usado||Peru|Callao|http://articulo.mercadolibre.com.pe/MPE-416902836-samsung-s3-celulares-precio-negociable-_JM|S/.
9105| Blu Studio 7.0 D700a |635.0||MercadoLíder Gold|Artículo nuevo||Peru|Lima|http://articulo.mercadolibre.com.pe/MPE-416907252-blu-studio-70-d700a-_JM|S/.
9106| Blu Life One M L131u |605.0||MercadoLíder Gold|Artículo nuevo||Peru|Lima|http://articulo.mercadolibre.com.pe/MPE-416907333-blu-life-one-m-l131u-_JM|S/.
9107| Alcatel One Touch 813a , Tactil Roto, Funciona Para Claro |60.0|||Artículo usado||Peru|Lima|http://articulo.mercadolibre.com.pe/MPE-416925264-alcatel-one-touch-813a-tactil-roto-funciona-para-claro-_JM|S/.
9108| Celular Blu - Dash 3.5 Blanco Inc Bluetooth Y Powerbank |259.0|||Artículo nuevo||Peru|Lima|http://articulo.mercadolibre.com.pe/MPE-416925407-celular-blu-dash-35-blanco-inc-bluetooth-y-powerbank-_JM|S/.
9109| Celular Htc Desire Eye.....para Repuesto Falla De La Pantall |650.0|||Artículo usado||Peru|Lima|http://articulo.mercadolibre.com.pe/MPE-416934449-celular-htc-desire-eyepara-repuesto-falla-de-la-pantall-_JM|S/.
9110| Gran Oferta X Este Mes De Celulares Nuevos Y 100% Originales |280.0|||Artículo nuevo||Peru|Puno|http://articulo.mercadolibre.com.pe/MPE-416940462-gran-oferta-x-este-mes-de-celulares-nuevos-y-100-originales-_JM|S/.
9111| Vendo Oferta Samsung S3 !!!!!!! Por Viaje |500.0|||Artículo usado||Peru|Lima|http://articulo.mercadolibre.com.pe/MPE-416940694-vendo-oferta-samsung-s3-por-viaje-_JM|S/.
9112| Iphone 6 Plus 64gb Negro |2700.0|||Artículo usado||Peru|Callao|http://articulo.mercadolibre.com.pe/MPE-416942134-iphone-6-plus-64gb-negro-_JM|S/.
9113| Vendo El Huawei P 8 Lite 4g Lte Nuevo En Caja Sellado |900.0|||Artículo nuevo||Peru|Lima|http://articulo.mercadolibre.com.pe/MPE-416942373-vendo-el-huawei-p-8-lite-4g-lte-nuevo-en-caja-sellado-_JM|S/.
9114| Moto G5 2 Generacion Para Claro |500.0|||Artículo usado||Peru|Lima|http://articulo.mercadolibre.com.pe/MPE-416944229-moto-g5-2-generacion-para-claro-_JM|S/.
9115| Azumi L2z Desbloqueado Bluetooth Fm Musica Mp3 |55.0|||Artículo nuevo||Peru|Lima|http://articulo.mercadolibre.com.pe/MPE-416964046-azumi-l2z-desbloqueado-bluetooth-fm-musica-mp3-_JM|S/.
9116| Blackberry Q5, 3.1 , Blackberry 10 Os, Desbloqueado |660.0||MercadoLíder Gold|Artículo nuevo|1 vendido|Peru|Lambayeque|http://articulo.mercadolibre.com.pe/MPE-416965273-blackberry-q5-31-blackberry-10-os-desbloqueado-_JM|S/.
9117| Celular Huawei Ascend G6 Negro Desbloqueado De Fábrica |845.0|||Artículo nuevo||Peru|Lima|http://articulo.mercadolibre.com.pe/MPE-416965509-celular-huawei-ascend-g6-negro-desbloqueado-de-fabrica-_JM|S/.
9118| Htc Kaizer (vario 3) Wlan 3g Gps 4 Bandas Touch Qwartz Libre |0.0|||Artículo usado||Peru|Lima|http://articulo.mercadolibre.com.pe/MPE-416966436-htc-kaizer-vario-3-wlan-3g-gps-4-bandas-touch-qwartz-libre-_JM|S/.
9119| Tablet Samsung Tab 2 7.0 P3100 Nuevo A Sólo S/.599 |599.0|||Artículo nuevo||Peru|Lima|http://articulo.mercadolibre.com.pe/MPE-416969473-tablet-samsung-tab-2-70-p3100-nuevo-a-solo-s599-_JM|S/.
9120| Celular Motorola Moto X Segunda Generacion De 32 Gb |900.0|||Artículo usado||Peru|Callao|http://articulo.mercadolibre.com.pe/MPE-416978003-celular-motorola-moto-x-segunda-generacion-de-32-gb-_JM|S/.
9121| Iphone 5 16 Gb 4g Lte Color Blanco |820.0|||Artículo usado||Peru|Lima|http://articulo.mercadolibre.com.pe/MPE-416979291-iphone-5-16-gb-4g-lte-color-blanco-_JM|S/.
9122| Nokia Lumia 610 - Perfecto Estado |150.0|||Artículo usado||Peru|Lima|http://articulo.mercadolibre.com.pe/MPE-416986449-nokia-lumia-610-perfecto-estado-_JM|S/.
9123| Moto X Xt1058 Para Cualquier Operador |450.0|||Artículo usado||Peru|Lima|http://articulo.mercadolibre.com.pe/MPE-416988231-moto-x-xt1058-para-cualquier-operador-_JM|S/.
9124| Samsung C450 B130l S3360 Solo Como Repuestos |35.0|||Artículo usado||Peru|Callao|http://articulo.mercadolibre.com.pe/MPE-416990302-samsung-c450-b130l-s3360-solo-como-repuestos-_JM|S/.
9125| Celular Samsung Gt-e1085l - Liberado (movistar Ó Claro)usado |50.0|||Artículo usado|2|Peru|Ancash|http://articulo.mercadolibre.com.pe/MPE-416992227-celular-samsung-gt-e1085l-liberado-movistar-o-clarousado-_JM|S/.
9126| Celular Alcatel T Pop Movistar 9 De 10 Sin Uso |199.0|||Artículo usado||Peru|Lima|http://articulo.mercadolibre.com.pe/MPE-416994388-celular-alcatel-t-pop-movistar-9-de-10-sin-uso-_JM|S/.
9127| Samsung Gear 2 Neo Smartwatch Nuevo Sin Caja |699.99|||Artículo nuevo||Peru|Lima|http://articulo.mercadolibre.com.pe/MPE-417001061-samsung-gear-2-neo-smartwatch-nuevo-sin-caja-_JM|S/.
9128| Samrtphones Nuevos Y 100% Originales A Un Super Gran Precio |280.0|||Artículo nuevo||Peru|Puno|http://articulo.mercadolibre.com.pe/MPE-417002596-samrtphones-nuevos-y-100-originales-a-un-super-gran-precio-_JM|S/.
9129| Smartphones Nuevos Y 100% Originales A Un Super Gran Precio |280.0|||Artículo nuevo||Peru|Puno|http://articulo.mercadolibre.com.pe/MPE-417002612-smartphones-nuevos-y-100-originales-a-un-super-gran-precio-_JM|S/.
9130| Camaras Celular Airis Tm520m |30.0|||Artículo usado||Peru|Lima|http://articulo.mercadolibre.com.pe/MPE-417007117-camaras-celular-airis-tm520m-_JM|S/.
9131| Blu Life X8 L010q 8gb |640.0||MercadoLíder Gold|Artículo nuevo||Peru|Lima|http://articulo.mercadolibre.com.pe/MPE-417013327-blu-life-x8-l010q-8gb-_JM|S/.
9132| Placa Galaxy S4 Mini 91915 Claro |299.0|||Artículo usado||Peru|Lima|http://articulo.mercadolibre.com.pe/MPE-417014152-placa-galaxy-s4-mini-91915-claro-_JM|S/.
9133| Ferrari Colección Brubago Del Comercio S/ 49.00 |49.0|Envío gratis||Artículo nuevo|3|Peru|Lima|http://articulo.mercadolibre.com.pe/MPE-417026598-ferrari-coleccion-brubago-del-comercio-s-4900-_JM|S/.
9134| Blackebrry Q5 Libre P/ Cualquier Operador,5mpx,8gb,dual Core |649.0||MercadoLíder Gold|Artículo nuevo||Peru|Lima|http://articulo.mercadolibre.com.pe/MPE-417031725-blackebrry-q5-libre-p-cualquier-operador5mpx8gbdual-core-_JM|S/.
9135| Lg G4 Libre 3gbram,16mpx,32gbinterna,flash Led Nuevo En Caja |1719.0|Envío gratis||Artículo nuevo||Peru|Lima|http://articulo.mercadolibre.com.pe/MPE-417032163-lg-g4-libre-3gbram16mpx32gbinternaflash-led-nuevo-en-caja-_JM|S/.
9136| Galaxy Young |165.0|||Artículo usado||Peru|Lima|http://articulo.mercadolibre.com.pe/MPE-417036132-galaxy-young-_JM|S/.
9137| Remato Celular Lg L5(dual Sim) |350.0|||Artículo nuevo||Peru|Lima|http://articulo.mercadolibre.com.pe/MPE-417038270-remato-celular-lg-l5dual-sim-_JM|S/.
9138| Vendo Samsung Galaxi Ace Plus 7500 |290.0|||Artículo usado||Peru|Callao|http://articulo.mercadolibre.com.pe/MPE-417043891-vendo-samsung-galaxi-ace-plus-7500-_JM|S/.
9139| Cable Flex Dock Puerto Carga Repuesto Iphone 5c Jack Audio |60.0|||Artículo nuevo||Peru|Lima|http://articulo.mercadolibre.com.pe/MPE-417045054-cable-flex-dock-puerto-carga-repuesto-iphone-5c-jack-audio-_JM|S/.
9140| Samsung Galaxy S6 Negro 32gb 3gb Ram Nuevo Y Sellado |1800.0|||Artículo nuevo||Peru|Lima|http://articulo.mercadolibre.com.pe/MPE-417053281-samsung-galaxy-s6-negro-32gb-3gb-ram-nuevo-y-sellado-_JM|S/.
9141| Samsung Galaxy Note 4 Sm-n910a |1600.0|||Artículo usado||Peru|Callao|http://articulo.mercadolibre.com.pe/MPE-417054831-samsung-galaxy-note-4-sm-n910a-_JM|S/.
9142| Smartphone Neuimage Nim-400r Rojo O Azul |205.0|||Artículo nuevo||Peru|Junin|http://articulo.mercadolibre.com.pe/MPE-417061900-smartphone-neuimage-nim-400r-rojo-o-azul-_JM|S/.
9143| Bateria Lumia 635 Rm 975 974 |40.0|||Artículo usado||Peru|Lima|http://articulo.mercadolibre.com.pe/MPE-417062345-bateria-lumia-635-rm-975-974-_JM|S/.
9144| Celular Lg G4 Libre 4g 16mp 3gb 32gb Garantia Tda Miraflores |1500.0|Envío gratis||Artículo nuevo||Peru|Lima|http://articulo.mercadolibre.com.pe/MPE-417063428-celular-lg-g4-libre-4g-16mp-3gb-32gb-garantia-tda-miraflores-_JM|S/.
9145| Iphone 6 Plus Apple 10/10 , Precio Negociable |2299.0|||Artículo nuevo||Peru|Junin|http://articulo.mercadolibre.com.pe/MPE-417067206-iphone-6-plus-apple-1010-precio-negociable-_JM|S/.
9146| Sansung Gt 6310 S/200 |200.0|||Artículo usado||Peru|Lima|http://articulo.mercadolibre.com.pe/MPE-417067680-sansung-gt-6310-s200-_JM|S/.
9147| Iphone 5c 8gb 4glte Libre 9/10 |750.0|||Artículo usado||Peru|Lima|http://articulo.mercadolibre.com.pe/MPE-417069863-iphone-5c-8gb-4glte-libre-910-_JM|S/.
9148| Verykool.s4010u Smart Americano 8 Mpxel Camara 4gb Inter |279.0|||Artículo nuevo||Peru|Lima|http://articulo.mercadolibre.com.pe/MPE-417072529-verykools4010u-smart-americano-8-mpxel-camara-4gb-inter-_JM|S/.
9149| Celular Motorola E |180.0|||Artículo usado||Peru|Amazonas|http://articulo.mercadolibre.com.pe/MPE-417082012-celular-motorola-e-_JM|S/.
9150| Lg Spirit Movistar |400.0|||Artículo usado||Peru|Lima|http://articulo.mercadolibre.com.pe/MPE-417083845-lg-spirit-movistar-_JM|S/.
9151| Smartphone Sony Ericsson X10 |400.0|||Artículo usado||Peru|Lima|http://articulo.mercadolibre.com.pe/MPE-417086965-smartphone-sony-ericsson-x10-_JM|S/.
9152| Cámara Principal De Samsung Galaxy Mini S4 I9190 I9192 I9195 |50.0|||Artículo nuevo||Peru|Lima|http://articulo.mercadolibre.com.pe/MPE-417091997-camara-principal-de-samsung-galaxy-mini-s4-i9190-i9192-i9195-_JM|S/.
9153| Carcasa Nueva Y Original Para Sony Xperia M2 En Stock |60.0|||Artículo nuevo|2|Peru|Lima|http://articulo.mercadolibre.com.pe/MPE-417092537-carcasa-nueva-y-original-para-sony-xperia-m2-en-stock-_JM|S/.
9154| Samsung S6 Edge 32gb |1799.0|||Artículo usado||Peru|Lima|http://articulo.mercadolibre.com.pe/MPE-417098402-samsung-s6-edge-32gb-_JM|S/.
9155| Teléfono Celular Htc Desaire 526 G |510.0|||Artículo nuevo||Peru|Lima|http://articulo.mercadolibre.com.pe/MPE-417100572-telefono-celular-htc-desaire-526-g-_JM|S/.
9156| Samsung S6 Nuevo 10/10 Libre Fab-2semanas De Uso Con Caja |1679.0|||Artículo nuevo||Peru|Lima|http://articulo.mercadolibre.com.pe/MPE-417104010-samsung-s6-nuevo-1010-libre-fab-2semanas-de-uso-con-caja-_JM|S/.
9157| Samsung Galaxy S3 Mini I8200 Para Claro - Nuevo Y Sellado |420.0|||Artículo nuevo|1 vendido|Peru|Lima|http://articulo.mercadolibre.com.pe/MPE-417114378-samsung-galaxy-s3-mini-i8200-para-claro-nuevo-y-sellado-_JM|S/.
9158| Stylus Belkin Lapiz Tactil Ipad Iphone Ipod Tablet Apple |49.99|||Artículo nuevo||Peru|Lima|http://articulo.mercadolibre.com.pe/MPE-417120554-stylus-belkin-lapiz-tactil-ipad-iphone-ipod-tablet-apple-_JM|S/.
9159| Lg G Flex2 Libre Quad-core De 64 Bits,13mpx,4g,nuevo Origina |1499.0|Envío gratis||Artículo nuevo||Peru|Lima|http://articulo.mercadolibre.com.pe/MPE-417121508-lg-g-flex2-libre-quad-core-de-64-bits13mpx4gnuevo-origina-_JM|S/.
9160| Motorla Moto G3 (tercera Generacion) |865.0|||Artículo nuevo||Peru|Lima|http://articulo.mercadolibre.com.pe/MPE-417122087-motorla-moto-g3-tercera-generacion-_JM|S/.
9161| Iphone 5 Semi Nuevo Blanco - Oferta |700.0|||Artículo usado||Peru|Lima|http://articulo.mercadolibre.com.pe/MPE-417125864-iphone-5-semi-nuevo-blanco-oferta-_JM|S/.
9162| Vendo/cambio Celular Samsung Galaxy Y X Amplificador Guitarr |200.0|||Artículo usado||Peru|Lima|http://articulo.mercadolibre.com.pe/MPE-417127049-vendocambio-celular-samsung-galaxy-y-x-amplificador-guitarr-_JM|S/.
9163| Moto G Oferta Casi Nuevo |330.0|||Artículo usado||Peru|Lima|http://articulo.mercadolibre.com.pe/MPE-417129980-moto-g-oferta-casi-nuevo-_JM|S/.
9164| Lg Magna |420.0|||Artículo usado||Peru|Lima|http://articulo.mercadolibre.com.pe/MPE-417131784-lg-magna-_JM|S/.
9165| Motorola Moto G Xt1040 :: Bateria De Segunda En Perfecto Est |69.99|||Artículo usado||Peru|Lima|http://articulo.mercadolibre.com.pe/MPE-417132255-motorola-moto-g-xt1040-bateria-de-segunda-en-perfecto-est-_JM|S/.
9166| Smart Phone Airis Tm 400 |200.0|||Artículo usado||Peru|Lima|http://articulo.mercadolibre.com.pe/MPE-417138534-smart-phone-airis-tm-400-_JM|S/.
9167| Iphone 5s 16 Gb Gris |1200.0|||Artículo nuevo||Peru|Lima|http://articulo.mercadolibre.com.pe/MPE-417140786-iphone-5s-16-gb-gris-_JM|S/.
9168| Nokia 3600 Coleccion |120.0|Envío gratis||Artículo usado||Peru|Lima|http://articulo.mercadolibre.com.pe/MPE-417143681-nokia-3600-coleccion-_JM|S/.
9169| Motorola I877 Pininfarina Nextel Idem |170.0|Envío gratis||Artículo usado||Peru|Lima|http://articulo.mercadolibre.com.pe/MPE-417143719-motorola-i877-pininfarina-nextel-idem-_JM|S/.
9170| !nuevo! Samsung Galaxy S6 Edge (dorado) |2150.0|||Artículo nuevo||Peru|Lima|http://articulo.mercadolibre.com.pe/MPE-417147516-nuevo-samsung-galaxy-s6-edge-dorado-_JM|S/.
9171| Reloj Smart Samsung |1380.0|||Artículo nuevo||Peru|Lima|http://articulo.mercadolibre.com.pe/MPE-417148330-reloj-smart-samsung-_JM|S/.
9172| Moto Rokr Em30 Celular Motorola Usado Operativo |100.0|||Artículo usado||Peru|Lima|http://articulo.mercadolibre.com.pe/MPE-417149946-moto-rokr-em30-celular-motorola-usado-operativo-_JM|S/.
9173| Samsung Galaxy Fame Duos (conservado 1 Detallito) |170.0|||Artículo usado||Peru|Lima|http://articulo.mercadolibre.com.pe/MPE-417150320-samsung-galaxy-fame-duos-conservado-1-detallito-_JM|S/.
9174| Azumi L2n - Camara Mp3 Radio Video Linterna Liberado Oferta. |60.0|||Artículo nuevo||Peru|Lima|http://articulo.mercadolibre.com.pe/MPE-417151349-azumi-l2n-camara-mp3-radio-video-linterna-liberado-oferta-_JM|S/.
9175| Moto G 4g Lte Xt1040 8gb Quad Core 1.2ghz Hasta 32gb Libre |640.0||MercadoLíder|Artículo nuevo||Peru|Lima|http://articulo.mercadolibre.com.pe/MPE-417151582-moto-g-4g-lte-xt1040-8gb-quad-core-12ghz-hasta-32gb-libre-_JM|S/.
9176| Lg G3 Beat Mini D722p 4g Lte 1.2ghz 13mp Caja Sellada Oferta |729.0||MercadoLíder|Artículo nuevo||Peru|Lima|http://articulo.mercadolibre.com.pe/MPE-417151622-lg-g3-beat-mini-d722p-4g-lte-12ghz-13mp-caja-sellada-oferta-_JM|S/.
9177| Vendo Huawei P8 Lite Completamente Nuevo Y Sellado Original |749.0|||Artículo nuevo||Peru|Lima|http://articulo.mercadolibre.com.pe/MPE-417154929-vendo-huawei-p8-lite-completamente-nuevo-y-sellado-original-_JM|S/.
9178| Oferta Apple Iphone 4s 16gb Blanco Desbloqueado + Office365 |549.0|||Artículo usado||Peru|Lima|http://articulo.mercadolibre.com.pe/MPE-417160449-oferta-apple-iphone-4s-16gb-blanco-desbloqueado-office365-_JM|S/.
9179| Celular Nokia 603 Nuevo, Sellado, Garantia 12, Tienda |349.0|||Artículo nuevo||Peru|Lima|http://articulo.mercadolibre.com.pe/MPE-417162974-celular-nokia-603-nuevo-sellado-garantia-12-tienda-_JM|S/.
9180| Lg G4 Beat Nuevo |870.0|||Artículo nuevo||Peru|Callao|http://articulo.mercadolibre.com.pe/MPE-417164839-lg-g4-beat-nuevo-_JM|S/.
9181| Remato Nokia N8 Para Movistar |180.0||||1 vendido|Peru|Lima|http://articulo.mercadolibre.com.pe/MPE-417165278-remato-nokia-n8-para-movistar-_JM|S/.
9182| Vendo Celular Motorola Razr D1 Xt914 Libre,camara De 5mpx |180.0|||Artículo usado||Peru|Lima|http://articulo.mercadolibre.com.pe/MPE-417165872-vendo-celular-motorola-razr-d1-xt914-librecamara-de-5mpx-_JM|S/.
9183| Celuar Sony Xperia Sp 4g Lte,libre Camara De 8mpx,1gb Ram |400.0|||Artículo usado||Peru|Lima|http://articulo.mercadolibre.com.pe/MPE-417167065-celuar-sony-xperia-sp-4g-ltelibre-camara-de-8mpx1gb-ram-_JM|S/.
9184| Iphone 6 Plus, Space 16gb Nuevo 10/10 Libre De Operadores |2170.0|||Artículo nuevo||Peru|Lima|http://articulo.mercadolibre.com.pe/MPE-417169201-iphone-6-plus-space-16gb-nuevo-1010-libre-de-operadores-_JM|S/.
9185| Sony Xperia M4 Aqua |900.0|||Artículo nuevo||Peru|Lima|http://articulo.mercadolibre.com.pe/MPE-417170004-sony-xperia-m4-aqua-_JM|S/.
9186| Samsung Galaxy S6 Active |2090.0|||Artículo nuevo||Peru|Lima|http://articulo.mercadolibre.com.pe/MPE-417172965-samsung-galaxy-s6-active-_JM|S/.
9187| Se Vende Celulares Dañados: |20.0|||Artículo usado||Peru|Lima|http://articulo.mercadolibre.com.pe/MPE-417174677-se-vende-celulares-danados-_JM|S/.
9188| Celular Motorola Xt316 |100.0|||Artículo usado||Peru|Lima|http://articulo.mercadolibre.com.pe/MPE-417176186-celular-motorola-xt316-_JM|S/.
9189| Autoradio Beck Navigation Be 620 |2000.0|Envío gratis||Artículo nuevo||Peru|Lima|http://articulo.mercadolibre.com.pe/MPE-417177062-autoradio-beck-navigation-be-620-_JM|S/.
9190| Huawei Ascend Y550 - 4g Lte - Oferta 399 Soles |399.0|||Artículo nuevo|1 vendido|Peru|Lima|http://articulo.mercadolibre.com.pe/MPE-417181149-huawei-ascend-y550-4g-lte-oferta-399-soles-_JM|S/.
9191| Tablet Sony Xperia Z2 Nueva |1800.0|||Artículo nuevo||Peru|Lima|http://articulo.mercadolibre.com.pe/MPE-417181320-tablet-sony-xperia-z2-nueva-_JM|S/.
9192| Motorola Moto E 3g Doble Chip Casi Nuevo |249.0|||Artículo usado||Peru|Lima|http://articulo.mercadolibre.com.pe/MPE-417181900-motorola-moto-e-3g-doble-chip-casi-nuevo-_JM|S/.
9193| Celular Htc One M7 |650.0|||Artículo usado||Peru|Lima|http://articulo.mercadolibre.com.pe/MPE-417184320-celular-htc-one-m7-_JM|S/.
9194| Vendo Iphone 6s Desbloqueado De Fábrica |3200.0|||Artículo nuevo||Peru|La Libertad|http://articulo.mercadolibre.com.pe/MPE-417184992-vendo-iphone-6s-desbloqueado-de-fabrica-_JM|S/.
9195| Celular Samsung E3300 E3300l Basico Movistar Con Cargador |70.0|||Artículo usado||Peru|Lima|http://articulo.mercadolibre.com.pe/MPE-417186417-celular-samsung-e3300-e3300l-basico-movistar-con-cargador-_JM|S/.
9196| Htc One Plus De 64gb Seminuevo 4g Claro Movistar Entel |750.0|||Artículo usado||Peru|Lima|http://articulo.mercadolibre.com.pe/MPE-417187296-htc-one-plus-de-64gb-seminuevo-4g-claro-movistar-entel-_JM|S/.
9197| Pedido Xperia Z1 L39h Lt39h C6903 20,7mpx 16gb Libre |1299.0|||Artículo nuevo||Peru|Lima|http://articulo.mercadolibre.com.pe/MPE-417190165-pedido-xperia-z1-l39h-lt39h-c6903-207mpx-16gb-libre-_JM|S/.
