id|titulo|precioOld|precioNew|imagen|link
244|LG - Joy - 4.0 Pulg. Android 4.4 Dual Sim Smartphone Desbloqueado - Negro|500.00|399.00|//media.linio.com.pe/p/lg-6248-2413241-1-product.jpg|/p/lg-joy-40-pulg-android-44-dual-sim-smartphone-desbloqueado-negro-vcr81m
245|ETOWAY - Tablet Kids - Cover de goma - 8GB 2Mpg Pantalla HD - Rosado||399.00|//media.linio.com.pe/p/etoway-1230-9214911-1-product.jpg|/p/etoway-tablet-kids-cover-de-goma-8gb-2mpg-pantalla-hd-rosado-jt550l
246|Blackberry Q10 Libre para Cualquier Operador  Color Blanco|1599.00|1198.00|//media.linio.com.pe/p/blackberry-1869-3849811-1-product.jpg|/p/blackberry-q10-libre-para-cualquier-operador-color-blanco-tmsq6n
247|Smartphone Samsung Galaxy Grand Prime DUOS Quad Core 8MP 8GB - Negro|999.00|749.00|//media.linio.com.pe/p/samsung-3172-0016421-1-product.jpg|/p/smartphone-samsung-galaxy-grand-prime-duos-quad-core-8mp-8gb-negro-yq75pg
248|Intense Devices - Smartwatch ID-S504 Bluetooth - Negro||370.00|//media.linio.com.pe/p/intense-devices-3912-9660031-1-product.jpg|/p/intense-devices-smartwatch-id-s504-bluetooth-negro-jqtf35
249|Etowat - Tablet Kids - Cover de goma 8GB 2Mpg Pantalla HD - Naranja||399.00|//media.linio.com.pe/p/etoway-2739-0774121-1-product.jpg|/p/etowat-tablet-kids-cover-de-goma-8gb-2mpg-pantalla-hd-naranja-ym1t48
250|Smartphone Samsung Galaxy S3 Mini I8200L 8GB 5MP + Protector de Pantalla Desbloqueado - Negro|949.00|529.00|//media.linio.com.pe/p/samsung-8243-2351221-1-product.jpg|/p/smartphone-samsung-galaxy-s3-mini-i8200l-8gb-5mp-protector-de-pantalla-desbloqueado-negro-vdcp5w
251|Smartphone Doogee Ibiza F2 Desbloqueado Negro|919.99|469.99|//media.linio.com.pe/p/doogee-7994-2958241-1-product.jpg|/p/smartphone-doogee-ibiza-f2-desbloqueado-negro-v9ry4q
252|Smartphone Doogee Dagger DG550 Desbloqueado Negro|1199.99|529.99|//media.linio.com.pe/p/doogee-5076-7268241-1-product.jpg|/p/smartphone-doogee-dagger-dg550-desbloqueado-negro-n498w0
253|Smartphone Doogee Valencia 2 Y100 Desbloqueado Rosado|899.99|469.99|//media.linio.com.pe/p/doogee-5072-7368241-1-product.jpg|/p/smartphone-doogee-valencia-2-y100-desbloqueado-rosado-n3nta8
254|Smartphone Doogee Valencia 2 Y100 Desbloqueado Amarillo|899.99|469.99|//media.linio.com.pe/p/doogee-5079-4368241-1-product.jpg|/p/smartphone-doogee-valencia-2-y100-desbloqueado-amarillo-s29urk
255|Smartphone Doogee Valencia 2 Y100 Desbloqueado Blanco|899.99|469.99|//media.linio.com.pe/p/doogee-5081-8268241-1-product.jpg|/p/smartphone-doogee-valencia-2-y100-desbloqueado-blanco-lgpwe8
256|Smartphone HTC ONE M9 32GB 20MP 4G LTE- Gris|2999.00|2239.00|//media.linio.com.pe/p/htc-6129-0960441-1-product.jpg|/p/smartphone-htc-one-m9-32gb-20mp-4g-lte-gris-ykuduo
257|Advance PR5445 Phablet 3G 7" Procesador INTEL 4GB DualSIM DUALCamara Bluetooth GPS - Azul|599.00|348.00|//media.linio.com.pe/p/advance-9651-1553541-1-product.jpg|/p/advance-pr5445-phablet-3g-7-procesador-intel-4gb-dualsim-dualcamara-bluetooth-gps-azul-wzohr6
258|Huawei - Huawei P8 lite Libre 13mp 4GLte Desbloqueado - Blanco|1800.00|869.00|//media.linio.com.pe/p/huawei-1849-3849541-1-product.jpg|/p/huawei-huawei-p8-lite-libre-13mp-4glte-desbloqueado-blanco-tmtdbw
259|Apple - Iphone 6 128GB 8MP - Plateado|4559.00|3599.00|//media.linio.com.pe/p/apple-4236-217998-1-product.jpg|/p/apple-iphone-6-128gb-8mp-plateado-vek1bu
260|Smartphone Iphone 5C Dual Core 1.3 Ghz iOs 7 1GB 16GB 8MP 1.2MP - Blanco|1999.00|1349.00|//media.linio.com.pe/p/apple-8621-8169611-1-product.jpg|/p/smartphone-iphone-5c-dual-core-13-ghz-ios-7-1gb-16gb-8mp-12mp-blanco-lhagd7
261|Smartphone Alcatel One Touch Fire 3.2MP 512 Desbloqueado - Blanco|399.00|199.00|//media.linio.com.pe/p/alcatel-7657-846619-1-product.jpg|/p/smartphone-alcatel-one-touch-fire-32mp-512-desbloqueado-blanco-lflfln
262|Smartphone Samsung Galaxy A5 Quad - Core 1.2GHz 13MP 16GB 4G LTE - Blanco|1650.00|1269.00|//media.linio.com.pe/p/samsung-1411-049329-1-product.jpg|/p/smartphone-samsung-galaxy-a5-quad-core-12ghz-13mp-16gb-4g-lte-blanco-ynw24l
263|Smartphone Samsung Galaxy A5 16GB 5MP 4G LTE Desbloqueado - Blanco|1599.00|1229.00|//media.linio.com.pe/p/samsung-8546-5853611-1-product.jpg|/p/smartphone-samsung-galaxy-a5-16gb-5mp-4g-lte-desbloqueado-blanco-qbql91
264|Smartphone Apple iPhone 6 Plus 128gb 4G LTE Desbloqueado - Gris|4200.00|3179.99|//media.linio.com.pe/p/apple-0632-955109-1-product.jpg|/p/smartphone-apple-iphone-6-plus-128gb-4g-lte-desbloqueado-gris-jrgz31
265|Huawei - Flip Cover Ascend P7 Original - Negro|169.00|89.00|//media.linio.com.pe/p/huawei-5608-9144711-1-product.jpg|/p/huawei-flip-cover-ascend-p7-original-negro-jtr013
266|Smartphone Phablet Neuimage NIM-600Q Quad Core 8GB 1GB Dual SIM + Secadora Philips de regalo - Negro|630.00|369.00|//media.linio.com.pe/p/generic-7102-8312811-1-product.jpg|/p/smartphone-phablet-neuimage-nim-600q-quad-core-8gb-1gb-dual-sim-secadora-philips-de-regalo-negro-lg3b5x
267|Smartphone LG G2 Mini Dual Sim Snapdragon 400 1.2GHz Android 4.4.2 KitKat 8GB 13MP - Negro|1099.00|849.00|//media.linio.com.pe/p/lg-0064-3372711-1-product.jpg|/p/smartphone-lg-g2-mini-dual-sim-snapdragon-400-12ghz-android-442-kitkat-8gb-13mp-negro-tps9ax
268|Smartphone LG G2 Mini Dual Sim Desbloqueado 8GB 13MP Desbloqueado - Negro||898.00|//media.linio.com.pe/p/lg-7165-0613711-1-product.jpg|/p/smartphone-lg-g2-mini-dual-sim-desbloqueado-8gb-13mp-desbloqueado-negro-ymlz8t
269|Sony Bravia TV LED HD 32´´ - KDL-32R425|999.00|749.00|//media.linio.com.pe/p/sony-3130-621901-1-product.jpg|/p/sony-bravia-tv-led-hd-32-kdl-32r425-orv58t
270|Samsung Galaxy J7 4G LTE 16GB 13MP 5.5'' Desbloqueado - Dorado|1600.00|1019.00|//media.linio.com.pe/p/samsung-6087-2791441-1-product.jpg|/p/samsung-galaxy-j7-4g-lte-16gb-13mp-55-desbloqueado-dorado-vayja2
271|SONY XPERIA Z5 COMPACT E5823 4G LTE - CORAL|2900.00|2149.00|//media.linio.com.pe/p/sony-2348-9892441-1-product.jpg|/p/sony-xperia-z5-compact-e5823-4g-lte-coral-jplng2
272|Sony Xperia M2 Aqua 8GB-Negro|930.00|729.00|//media.linio.com.pe/p/sony-5530-9495641-1-product.jpg|/p/sony-xperia-m2-aqua-8gb-negro-jryw4a
273|Alcatel - Idol X+ - 5" 8GB 2GB Android Jelly Bean Smartphone Desbloqueado - Negro|799.00|757.00|//media.linio.com.pe/p/alcatel-2047-2443241-1-product.jpg|/p/alcatel-idol-x-5-8gb-2gb-android-jelly-bean-smartphone-desbloqueado-negro-vcr80s
274|Cell Blue - Smartphone MAXWEST Astro 4.5  Desbloqueado - Negro|339.00|289.00|//media.linio.com.pe/p/cell-blue-1610-6259641-1-product.jpg|/p/cell-blue-smartphone-maxwest-astro-45-desbloqueado-negro-orrpr6
275|Iphone 5S 16GB,Ram de 1GB,4G,Gorilla Glass,8MP, Desbloqueado.|1699.00|1589.00|//media.linio.com.pe/p/iphoneapple-1316-0061151-1-product.jpg|/p/iphone-5s-16gb-ram-de-1gb-4g-gorilla-glass-8mp-desbloqueado-yq7wo7
276|Smartphone Samsung Galaxy A3 Duos A300 Dual Sim 16GB 8MP Desbloqueado - Negro|1600.00|849.00|//media.linio.com.pe/p/samsung-6680-5471641-1-product.jpg|/p/smartphone-samsung-galaxy-a3-duos-a300-dual-sim-16gb-8mp-desbloqueado-negro-qe4d72
277|Blackview Zeta V16 5.0" HD 3G Smartphone libre Android 4.4 Octa core 8GB Amarillo EU|411.00|247.00|//media.linio.com.pe/p/blackview-9722-4366841-1-product.jpg|/p/blackview-zeta-v16-50-hd-3g-smartphone-libre-android-44-octa-core-8gb-amarillo-eu-s28m0g
278|Smartphone Samsung Galaxy A5 Quad - Core 1.2GHz 13MP 16GB 4G LTE Desbloqueado - Blanco|1369.00|1079.99|//media.linio.com.pe/p/samsung-9488-8166141-1-product.jpg|/p/smartphone-samsung-galaxy-a5-quad-core-12ghz-13mp-16gb-4g-lte-desbloqueado-blanco-lhbl9c
279|samsung galaxy E5,quad-core,Memoria Interna16GB,Desbloquedo||1150.00|//media.linio.com.pe/p/samsung-8147-0143541-1-product.jpg|/p/samsung-galaxy-e5-quad-core-memoria-interna16gb-desbloquedo-yplkoc
280|ETOWAY C297 V.3 - Smartphone Quad Core Android 4.4.2. -  3.5''  3,2 MP 1,5GHz - Blanco||189.00|//media.linio.com.pe/p/etoway-3789-2921431-1-product.jpg|/p/etoway-c297-v3-smartphone-quad-core-android-442-35-3-2-mp-1-5ghz-blanco-v9ro4h
281|Smartphone Samsung Galaxy E5 RAM 1.5 GB 8MP 16 GB Quad-Core 1.2 GHz|1049.00|989.00|//media.linio.com.pe/p/samsung-moviles-7428-6659641-1-product.jpg|/p/smartphone-samsung-galaxy-e5-ram-15-gb-8mp-16-gb-quad-core-12-ghz-opdzc2
282|Alcatel Pop C7 Quad Core 5" 4GB 8MP Desbloqueado - Blanco|599.00|399.00|//media.linio.com.pe/p/alcatel-2392-2289921-1-product.jpg|/p/alcatel-pop-c7-quad-core-5-4gb-8mp-desbloqueado-blanco-vdwgk6
283|Samsung Galaxy S3 Neo Dual 4.8'' 8MP Soporte Dual SIM - Azul|1499.00|999.00|//media.linio.com.pe/p/samsung-7199-548329-1-product.jpg|/p/samsung-galaxy-s3-neo-dual-48-8mp-soporte-dual-sim-azul-qe7bnz
284|Motorola - Moto G XT1068 2da Generación 8GB 8MP 5'' Dual Sim Desbloqueado - Negro|1398.00|699.00|//media.linio.com.pe/p/motorola-9636-5053141-1-product.jpg|/p/motorola-moto-g-xt1068-2da-generacio-n-8gb-8mp-5-dual-sim-desbloqueado-negro-qgj4o2
285|Smartphone Sony Xperia Z2A Desbloqueado 16 GB-Negro|1999.00|1390.00|//media.linio.com.pe/p/sony-1410-9995031-1-product.jpg|/p/smartphone-sony-xperia-z2a-desbloqueado-16-gb-negro-jp10e3
286|Smartphone LG G4 H815 32G 4G LTE Desbloqueado - Negro|2899.00|1749.00|//media.linio.com.pe/p/lg-1420-8082241-1-product.jpg|/p/smartphone-lg-g4-h815-32g-4g-lte-desbloqueado-negro-lhww7w
287|Samsung Galaxy A300m - 4g - 8mp - 16gb - Quad Core - Desbloqueado - Negro|1250.00|839.00|//media.linio.com.pe/p/samsung-5986-7361341-1-product.jpg|/p/samsung-galaxy-a300m-4g-8mp-16gb-quad-core-desbloqueado-negro-n3nqyw
288|LG G4 Stylus H540 4G LTE Nuevo 13mpx, Desbloqueado Color Gris|1599.00|1079.00|//media.linio.com.pe/p/lg-1415-7382241-1-product.jpg|/p/lg-g4-stylus-h540-4g-lte-nuevo-13mpx-desbloqueado-color-gris-n3nxwc
289|Smartphone Samsung Galaxy A5 A500H/DS Duos 16GB 13MP 5'' Desbloqueado - Negro|1900.00|1049.00|//media.linio.com.pe/p/samsung-5471-2428141-1-product.jpg|/p/smartphone-samsung-galaxy-a5-a500h-ds-duos-16gb-13mp-5-desbloqueado-negro-vcrbw8
290|Samsung Galaxy J5 4G Duos 8GB 1.5 RAM 13 MP Desbloqueado|1099.00|899.00|//media.linio.com.pe/p/samsung-7428-0759641-1-product.jpg|/p/samsung-galaxy-j5-4g-duos-8gb-15-ram-13-mp-desbloqueado-ym0moy
291|Smartphone LG G4 H815 32 GB Desbloqueado-Marrón|2249.00|1799.00|//media.linio.com.pe/p/lg-9089-9197141-1-product.jpg|/p/smartphone-lg-g4-h815-32-gb-desbloqueado-marro-n-jts7yy
292|Samsung Galaxy Core Prime 8GB 5MP 4G LTE Dual SIM Desbloqueado - Blanco|799.00|569.00|//media.linio.com.pe/p/samsung-9128-7049341-1-product.jpg|/p/samsung-galaxy-core-prime-8gb-5mp-4g-lte-dual-sim-desbloqueado-blanco-n5fvmk
293|LG G3 Mini Beat D722p 13MPX, 8GB 13MP 4G LTE Desbloqueado - Negro|1199.00|819.00|//media.linio.com.pe/p/lg-7389-0070441-1-product.jpg|/p/lg-g3-mini-beat-d722p-13mpx-8gb-13mp-4g-lte-desbloqueado-negro-yq7aae
294|Huawei Ascend Y520 Dual Sim 5MP 4.5' Doble Núcleo 1.3GHz Android 4.4 KitKat - Blanco|700.00|349.00|//media.linio.com.pe/p/huawei-7608-5172151-1-product.jpg|/p/huawei-ascend-y520-dual-sim-5mp-45-doble-nu-cleo-13ghz-android-44-kitkat-blanco-qfxpth
295|Motorola - Moto E 2da Generación Dual Sim XT1506 5.0 8GB 5MP  - Negro|750.00|499.00|//media.linio.com.pe/p/motorola-1692-8112841-1-product.jpg|/p/motorola-moto-e-2da-generacio-n-dual-sim-xt1506-50-8gb-5mp-negro-lha6de
296|Samsung Galaxy S6 Edge SM-G925 32GB 16MP Verde|3000.00|2149.00|//media.linio.com.pe/p/samsung-2327-0197141-1-product.jpg|/p/samsung-galaxy-s6-edge-sm-g925-32gb-16mp-verde-ypmcey
297|Apple iPhone 5s 16GB-Dorado||2499.00|//media.linio.com.pe/p/apple-5509-5012431-1-product.jpg|/p/apple-iphone-5s-16gb-dorado-qgiibn
298|Samsung Galaxy Note Edge SM-N915G 32GB 16MP Desbloqueado - Negro|3499.00|2349.00|//media.linio.com.pe/p/samsung-1186-6024441-1-product.jpg|/p/samsung-galaxy-note-edge-sm-n915g-32gb-16mp-desbloqueado-negro-osz4a0
299|Smartphone Samsung Galaxy S5 SM-G900 16GB 16MP 4G LTE - Negro - Desbloqueado.|2599.00|1499.90|//media.linio.com.pe/p/samsung-0814-5372641-1-product.jpg|/p/smartphone-samsung-galaxy-s5-sm-g900-16gb-16mp-4g-lte-negro-desbloqueado-qeps12
300|Smartphone LG G3 Stylus LG-D693n 13MP 8GB 5.5'' Desbloqueado - Negro|1100.00|849.00|//media.linio.com.pe/p/lg-3515-0365431-1-product.jpg|/p/smartphone-lg-g3-stylus-lg-d693n-13mp-8gb-55-desbloqueado-negro-yoevmh
301|Lg - G4 Stylus H635 3G 8GB - Desbloqueado|1660.00|1049.00|//media.linio.com.pe/p/lg-1011-4024441-1-product.jpg|/p/lg-g4-stylus-h635-3g-8gb-desbloqueado-s41t9k
302|Celular - VeryKool  S5002- Doble chip - IPS 5.5" - Negro||399.00|//media.linio.com.pe/p/verykool-2028-4118251-1-product.jpg|/p/celular-verykool-s5002-doble-chip-ips-55-negro-s3gq0h
303|Smartphone LG G4c H8525n (LG G4 mini ) 8G 4G LTE 8MP - Desbloqueado - Silver|2500.00|1299.00|//media.linio.com.pe/p/lg-2848-2093351-1-product.jpg|/p/smartphone-lg-g4c-h8525n-lg-g4-mini-8g-4g-lte-8mp-desbloqueado-silver-vf4qop
304|Nexus 6 - 32GB- blanco|1450.00|1350.00|//media.linio.com.pe/p/motorola-3228-1458251-1-product.jpg|/p/nexus-6-32gb-blanco-x0agnd
305|DOOGEE F5 5.5" FHD 3G Smartphone libre Android 5.1 Octa core 16GB Oro EU|799.00|480.00|//media.linio.com.pe/p/doogee-3728-6914351-1-product.jpg|/p/doogee-f5-55-fhd-3g-smartphone-libre-android-51-octa-core-16gb-oro-eu-onmfk1
306|Apple iPhone 6 128GB-Gris Espacial - Desbloqueado.|4099.00|3389.90|//media.linio.com.pe/p/apple-6314-0301351-1-product.jpg|/p/apple-iphone-6-128gb-gris-espacial-desbloqueado-yof6gz
307|ETOWAY E1 Smartphone Android 4.4.2 Negro con Flip Cover,1 GB RAM, 5Mp, Quad Core 1.2GHz||249.00|//media.linio.com.pe/p/etoway-0254-2147251-1-product.jpg|/p/etoway-e1-smartphone-android-442-negro-con-flip-cover-1-gb-ram-5mp-quad-core-12ghz-vejfqz
308|Samsung Galaxy S6 Edge Plus 32GB 16MP 4G LTE Desbloqueado - Dorado|3999.00|2639.00|//media.linio.com.pe/p/samsung-3027-3093351-1-product.jpg|/p/samsung-galaxy-s6-edge-plus-32gb-16mp-4g-lte-desbloqueado-dorado-trle6x
309|Smartphone Motorola Moto E 2da Generación XT1527 8GB 5MP 4G LTE Desbloqueado - Negro|999.99|525.00|//media.linio.com.pe/p/motorola-9586-8196431-1-product.jpg|/p/smartphone-motorola-moto-e-2da-generacio-n-xt1527-8gb-5mp-4g-lte-desbloqueado-negro-lhay37
310|ASUS ZenFone 2 Laser ZE551KL 32GB Smartphone - plateado||1250.00|//media.linio.com.pe/p/asus-0984-3243151-1-product.jpg|/p/asus-zenfone-2-laser-ze551kl-32gb-smartphone-plateado-tqeygb
311|Caterpillar - Cat B15Q Dual Sim IP67 5Mp Ultra Rugged Libre de Fábrica - Negro|1900.00|1329.00|//media.linio.com.pe/p/caterpillar-1966-5487811-1-product.jpg|/p/caterpillar-cat-b15q-dual-sim-ip67-5mp-ultra-rugged-libre-de-fa-brica-negro-qe3t4n
312|SKY - 5.0S 4G 13MP Desbloqueado - Gris|679.00|559.00|//media.linio.com.pe/p/sky-3927-9187941-1-product.jpg|/p/sky-50s-4g-13mp-desbloqueado-gris-jtqi90
313|HTC M8 Plataforma Windows 5.1 32Gb interno - Gris|2050.00|1449.00|//media.linio.com.pe/p/htc-9768-0653541-1-product.jpg|/p/htc-m8-plataforma-windows-51-32gb-interno-gris-ymmen6
314|Smartphone LG G3 Stylus D690 Dual Sim 8GB 13MP Desbloqueado - Blanco|1169.00|769.90|//media.linio.com.pe/p/lg-9129-9861841-1-product.jpg|/p/smartphone-lg-g3-stylus-d690-dual-sim-8gb-13mp-desbloqueado-blanco-jpktdk
315|Smartphone Samsung Galaxy J7 J700M  16GB 13MP 5.5'' Desbloqueado - Blanco|1744.99|1027.99|//media.linio.com.pe/p/samsung-9728-1266141-1-product.jpg|/p/smartphone-samsung-galaxy-j7-j700m-16gb-13mp-55-desbloqueado-blanco-x1hl40
316|Xiaomi Mi4i Smartphone Android 5 Octa Core Dual Sim 13Mp - Gris|1499.00|1299.00|//media.linio.com.pe/p/xiaomi-7561-7592151-1-product.jpg|/p/xiaomi-mi4i-smartphone-android-5-octa-core-dual-sim-13mp-gris-n2hae9
317|Samsung Galaxy J5 Duos J500M 8GB 13MP 5'' 4G LTE Desbloqueado - Negro|1189.00|949.90|//media.linio.com.pe/p/samsung-0814-5272641-1-product.jpg|/p/samsung-galaxy-j5-duos-j500m-8gb-13mp-5-4g-lte-desbloqueado-negro-qfb7mu
318|Samsung Galaxy J1 4G LTE 5MP 1.2GHz Desbloqueado - Negro|1200.00|459.00|//media.linio.com.pe/p/samsung-6565-2525141-1-product.jpg|/p/samsung-galaxy-j1-4g-lte-5mp-12ghz-desbloqueado-negro-vc5yls
319|Huawei - P8 GRA-L09 16GB 4G LTE 13MP Ram 3GB Desbloqueado - Gris|2199.00|1539.00|//media.linio.com.pe/p/huawei-2828-5485641-1-product.jpg|/p/huawei-p8-gra-l09-16gb-4g-lte-13mp-ram-3gb-desbloqueado-gris-qe4a3o
320|Motorola Moto G XT1068 2da Generación 8GB 8MP Dual Sim|989.00|799.00|//media.linio.com.pe/p/motorola-7428-4659641-1-product.jpg|/p/motorola-moto-g-xt1068-2da-generacio-n-8gb-8mp-dual-sim-s0gobm
321|Smartphone Samsung Galaxy J5 Duos J500M 8GB 13MP 5'' Desbloqueado - Negro|1999.00|845.00|//media.linio.com.pe/p/samsung-1426-8972241-1-product.jpg|/p/smartphone-samsung-galaxy-j5-duos-j500m-8gb-13mp-5-desbloqueado-negro-lcjzs6
322|Samsung Galaxy Grand Neo Plus Duos 8GB-Negro|899.00|550.00|//media.linio.com.pe/p/samsung-1901-3443241-1-product.jpg|/p/samsung-galaxy-grand-neo-plus-duos-8gb-negro-tp7vj0
323|Smartphone LG G3 D855 16GB 13MP Desbloqueado - Negro + REGALO Lamina de Vidrio Templado|1400.00|1260.00|//media.linio.com.pe/p/lg-7588-7307711-1-product.jpg|/p/smartphone-lg-g3-d855-16gb-13mp-desbloqueado-negro-regalo-lamina-de-vidrio-templado-n3mriv
324|Smartphone Samsung Galaxy Ace 4 4GB 5MP - Negro|530.00|449.99|//media.linio.com.pe/p/samsung-9777-7930711-1-product.jpg|/p/smartphone-samsung-galaxy-ace-4-4gb-5mp-negro-n02b9t
325|Smartphone LG Leon Dual Sim 8GB 5MP 4.5'' Android 5.0 Lollipop Desbloqueado - BLANCO|999.00|509.00|//media.linio.com.pe/p/lg-1126-1950241-1-product.jpg|/p/smartphone-lg-leon-dual-sim-8gb-5mp-45-android-50-lollipop-desbloqueado-blanco-wxbgsq
326|Sony Xperia Z3 D6603 16GB 20.7MP 4G LTE (EQUIPO DE ENTEL) Desbloqueado – Negro.|2500.00|1739.00|//media.linio.com.pe/p/sonyxperia-1696-7902841-1-product.jpg|/p/sony-xperia-z3-d6603-16gb-207mp-4g-lte-equipo-de-entel-desbloqueado-negro-n02218
327|Smartphone Sony Xperia Z2 D6503 20.7MP 16GB- Negro.|2000.00|1500.00|//media.linio.com.pe/p/sony-0335-3044811-1-product.jpg|/p/smartphone-sony-xperia-z2-d6503-207mp-16gb-negro-trkavr
328|ETOWAY IRON Smartphone 5", 4GB ROM, Dual core 1,5 GHz, Camaras: Principal 8.0Mp Frontal 5.Mp, - Negro||450.00|//media.linio.com.pe/p/etoway-0229-6466431-1-product.jpg|/p/etoway-iron-smartphone-5-4gb-rom-dual-core-1-5-ghz-camaras-principal-80mp-frontal-5mp-negro-oqlca9
329|Motorola Moto G XT 1040 4.5'' Android 4.3 Jelly Bean 8GB 1GB Desbloqueado - Negro|1200.00|639.00|//media.linio.com.pe/p/motorola-0365-0846711-1-product.jpg|/p/motorola-moto-g-xt-1040-45-android-43-jelly-bean-8gb-1gb-desbloqueado-negro-ylf1p3
330|Smartphone Sony Xperia Z3 16GB 20.7MP 4G LTE Desbloqueado - Negro|2399.00|1849.00|//media.linio.com.pe/p/sony-3978-297219-1-product.jpg|/p/smartphone-sony-xperia-z3-16gb-207mp-4g-lte-desbloqueado-negro-v9ufm9
331|Smartphone Samsung Galaxy S5 SM-G900M 16GB 16MP 4G Lte - Negro|1999.00|1519.00|//media.linio.com.pe/p/samsung-3344-311429-1-product.jpg|/p/smartphone-samsung-galaxy-s5-sm-g900m-16gb-16mp-4g-lte-negro-tr2ar1
332|Smartphone Motorola Moto G 2014 2da Generacion XT1068 Dual Sim 8GB Desbloqueado - Negro|1000.00|749.00|//media.linio.com.pe/p/motorola-5645-735991-1-product.jpg|/p/smartphone-motorola-moto-g-2014-2da-generacion-xt1068-dual-sim-8gb-desbloqueado-negro-n3ofo5
333|Smartphone BLU Star 4.5 + 4GB + Android 4.4 + 3G + Powerbank + Auricular Bluetooth - Rosado|499.00|449.00|//media.linio.com.pe/p/blu-9906-9597231-1-product.jpg|/p/smartphone-blu-star-45-4gb-android-44-3g-powerbank-auricular-bluetooth-rosado-jre9u3
334|Smartphone Motorola Moto G Dual SIM Desbloqueado 8 GB-Negro|1399.00|820.00|//media.linio.com.pe/p/motorola-1346-7895031-1-product.jpg|/p/smartphone-motorola-moto-g-dual-sim-desbloqueado-8-gb-negro-n0p4zf
335|Smartphone LG G3 Stylus D690 Dual Sim 8gb 13Mpx Desbloqueado Color Blanco|1199.00|759.00|//media.linio.com.pe/p/lg-2624-6567831-1-product.jpg|/p/smartphone-lg-g3-stylus-d690-dual-sim-8gb-13mpx-desbloqueado-color-blanco-opz11l
336|Samsung Galaxy A3 Duos A300 Dual Sim 16GB 8MP Desbloqueado - Negro|1798.00|899.00|//media.linio.com.pe/p/samsung-9520-8523141-1-product.jpg|/p/samsung-galaxy-a3-duos-a300-dual-sim-16gb-8mp-desbloqueado-negro-lexx6o
337|Smartphone Samsung Galaxy J1 SM-J100MU LTE 4G 5MP 1.2GHz Desbloqueado - Negro|1200.00|650.00|//media.linio.com.pe/p/samsung-7134-0021421-1-product.jpg|/p/smartphone-samsung-galaxy-j1-sm-j100mu-lte-4g-5mp-12ghz-desbloqueado-negro-yq79k2
338|Smartphone LG G2 Mini D625 8GB 13MP 4G LTE - Negro|899.00|719.00|//media.linio.com.pe/p/lg-0077-775629-1-product.jpg|/p/smartphone-lg-g2-mini-d625-8gb-13mp-4g-lte-negro-n1c9kl
339|Smartphone LG L70 D325G8 4.5'' Qualcomm Dual Core Android v4.4 Kit Kat 4GB 1GB 5MP Dual SIM - Negro|999.00|449.00|//media.linio.com.pe/p/lg-2708-1530711-1-product.jpg|/p/smartphone-lg-l70-d325g8-45-qualcomm-dual-core-android-v44-kit-kat-4gb-1gb-5mp-dual-sim-negro-wzo4nl
340|Smartphone Sony Xperia T3 D 5106 8GB 4G Lte Desbloqueado - Blanco|1299.00|950.00|//media.linio.com.pe/p/sony-9891-4053031-1-product.jpg|/p/smartphone-sony-xperia-t3-d-5106-8gb-4g-lte-desbloqueado-blanco-s42ovn
341|Smartphone Lg G3 Beat D722 5'' Quad-Core a 1.2GHz Android 4.4 Kitkat 1GB 8GB Desbloqueado - Blanco|1399.00|819.00|//media.linio.com.pe/p/lg-2296-3617711-1-product.jpg|/p/smartphone-lg-g3-beat-d722-5-quad-core-a-12ghz-android-44-kitkat-1gb-8gb-desbloqueado-blanco-tnzuod
342|Sony Xperia Z3 D6603 16GB interno Desbloqueado - Negro|2499.00|1739.00|//media.linio.com.pe/p/sony-1967-9667711-1-product.jpg|/p/sony-xperia-z3-d6603-16gb-interno-desbloqueado-negro-jqrrob
343|Teléfono Celular Huawei Ascend P7 16GB-Negro|1300.00|1169.00|//media.linio.com.pe/p/huawei-0638-8207711-1-product.jpg|/p/tele-fono-celular-huawei-ascend-p7-16gb-negro-lgoumv
344|Samsung - Galaxy S6 Edge SM-G925F 64GB 16MP Desbloqueado - Gris|3200.00|2509.00|//media.linio.com.pe/p/samsung-3051-9032831-1-product.jpg|/p/samsung-galaxy-s6-edge-sm-g925f-64gb-16mp-desbloqueado-gris-juc9gv
345|Smartphone Apple Iphone 5S 16GB 4G LTE 8MP - Gris Espacial|2499.00|1574.99|//media.linio.com.pe/p/apple-9781-527319-1-product.jpg|/p/smartphone-apple-iphone-5s-16gb-4g-lte-8mp-gris-espacial-qfeell
346|Smartphone Alcatel Pop C7 4 GB-Negro|699.00|399.00|//media.linio.com.pe/p/alcatel-1897-3289921-1-product.jpg|/p/smartphone-alcatel-pop-c7-4-gb-negro-tqd42e
347|Smartphone Samsung Galaxy S4 Mini I9195 8GB 8MP 4G LTE Desbloqueado - Negro|1299.00|829.00|//media.linio.com.pe/p/samsung-2612-2122031-1-product.jpg|/p/smartphone-samsung-galaxy-s4-mini-i9195-8gb-8mp-4g-lte-desbloqueado-negro-vejz21
348|Smartphone Huawei G Play 8GB 13MP 5.5'' Desbloqueado - Negro|2400.00|975.99|//media.linio.com.pe/p/huawei-2688-4115431-1-product.jpg|/p/smartphone-huawei-g-play-8gb-13mp-55-desbloqueado-negro-s3gcwb
